name,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,partner_9,partner_10,partner_11,partner_12,partner_13,partner_14,partner_15,partner_16
DuckV1_reconstruction_5.ply,4.0,4.0,3.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,2.5,3.5,4.0,4.0
Caffe_GaussianShifting_3.ply,3.5,3.5,2.0,3.0,3.0,3.0,4.0,2.5,4.0,3.0,3.0,3.5,3.0,3.0,2.5,3.5
RpMeiPosed001_C2AI-lossy-geom-lossless-attrs_1.ply,3.5,4.0,2.0,3.0,3.5,3.5,4.0,3.5,4.0,3.0,2.5,4.0,3.0,3.0,3.5,3.5
QQdog_MeanShift_5.ply,2.5,3.5,2.5,2.5,3.0,4.0,3.0,3.0,4.0,1.5,3.0,3.0,3.0,3.0,2.5,3.0
Handcream_LumaNoise_4.ply,2.5,4.0,2.5,3.0,3.5,4.0,3.5,3.0,2.5,3.0,3.5,3.0,3.0,3.0,2.5,3.0
RattleSnake_lossless-geom-nearlossless-attrs_5.ply,4.5,5.0,5.0,4.0,4.0,4.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,5.0,5.0
Asterix_MultiplicativeGaussianNoise_3.ply,2.5,3.0,3.0,2.5,2.5,3.0,2.0,2.5,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.5
Statue_HighFrequencyNoise_3.ply,3.5,3.5,3.0,3.5,4.0,3.5,4.0,3.5,3.0,3.0,4.5,3.5,3.5,3.5,3.5,3.5
Birdv1_losslessG-lossyA_7.ply,2.5,3.0,2.5,2.0,3.0,3.0,2.5,2.5,2.0,2.5,3.0,3.0,2.5,3.0,2.5,3.0
MuteSwan_lossless-geom-lossy-attrs_4.ply,4.0,4.0,4.5,4.5,4.5,3.5,5.0,4.0,4.0,5.0,4.5,4.0,4.0,3.0,4.5,4.0
Rock1_ContrastDistortion_4.ply,1.5,2.5,2.0,1.5,1.5,2.0,1.0,1.5,2.0,1.5,1.0,2.0,1.5,1.0,2.0,2.5
Birdv1_MeanShift_4.ply,3.5,3.5,2.5,3.0,3.0,3.0,3.5,3.0,3.0,3.5,4.0,3.0,3.0,3.0,2.5,2.5
StreetRoad_losslessG-lossyA_4.ply,5.0,4.5,5.0,4.5,4.5,4.5,5.0,5.0,4.0,4.5,5.0,5.0,4.5,5.0,4.5,4.0
Birdv5_ChromaticAberration_5.ply,3.0,3.0,2.5,2.0,2.5,3.0,2.0,2.5,2.0,1.5,3.0,3.0,3.0,3.0,2.0,2.0
Rock1_lossless-geom-lossy-attrs_4.ply,4.5,4.0,5.0,4.5,4.0,4.0,5.0,4.5,4.5,5.0,5.0,4.5,4.5,4.0,4.5,4.0
Truck_C2AI-lossless-geom-lossy-attrs_5.ply,4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,4.5,4.5,4.0,3.5,3.5,3.0,4.0
Fish_reconstruction_3.ply,4.5,4.5,4.0,4.0,4.0,3.5,4.0,4.5,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0
Facade00009_GaussianNoise_4.ply,2.5,3.0,3.0,2.5,3.5,3.0,2.5,3.0,3.5,2.0,3.5,3.0,3.5,3.0,3.5,3.0
RpManuelAnimated001Dancing_CorrelatedGaussianNoise_1.ply,4.5,4.5,5.0,5.0,4.0,5.0,4.5,5.0,4.0,5.0,4.5,4.5,5.0,4.0,4.5,4.0
HearNoEvilMonkey_GaussianShifting_1.ply,4.5,5.0,5.0,5.0,4.5,4.0,5.0,5.0,4.5,4.5,5.0,4.5,5.0,4.5,5.0,4.0
RpFabiennePercyPosed001_ContrastDistortion_1.ply,3.5,4.0,3.0,3.5,3.5,4.0,4.0,4.0,4.0,4.5,4.5,3.5,4.0,4.0,4.0,3.0
matilda_GaussianShifting_5.ply,2.5,2.0,1.5,2.0,3.0,2.5,2.5,2.5,2.5,1.5,2.5,3.0,2.5,2.0,2.5,2.5
ToyDog_lossless-geom-nearlossless-attrs_3.ply,5.0,5.0,5.0,5.0,4.5,4.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
redandblack_LocalLoss_4.ply,3.0,5.0,3.0,1.5,3.5,2.0,3.0,3.0,4.5,1.5,3.0,2.5,3.0,3.0,2.0,3.5
DuckV1_CorrelatedGaussianNoise_5.ply,3.0,3.5,3.0,2.5,3.5,3.5,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,3.5,3.0
WhiteTailedDeer_C2AI-lossy-geom-lossy-attrs_3.ply,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.5,4.0,4.0,5.0,4.0,4.5,4.0,4.0,4.5
Thaidancer_LumaNoise_3.ply,3.5,4.0,2.5,3.5,4.0,4.0,3.5,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.0,4.0
Facade00009_losslessG-limitlossyA_6.ply,4.0,3.5,4.5,4.0,4.5,4.0,4.5,4.0,4.5,4.0,5.0,4.0,5.0,3.5,3.5,4.0
redandblack_SaturationDistortion_3.ply,3.5,3.0,2.5,3.0,3.5,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5
Asterix_MultiplicativeGaussianNoise_1.ply,3.0,3.0,3.0,2.5,3.0,3.0,3.0,2.5,3.0,2.0,3.0,3.5,3.0,3.0,3.5,3.0
BirdV3_MultiplicativeGaussianNoise_4.ply,2.5,3.0,3.0,2.5,3.5,3.5,3.0,2.5,3.5,2.0,3.0,3.5,3.0,3.0,3.0,2.5
Soccer_CorrelatedGaussianNoise_1.ply,4.0,3.5,3.5,4.0,3.5,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,3.5,3.5,4.0
BirdToucan_losslessG-limitlossyA_7.ply,4.0,4.0,3.5,3.5,3.5,4.0,3.5,3.0,4.0,3.5,4.0,3.5,3.5,3.0,3.5,3.0
BB8New_LocalRotation_4.ply,1.0,2.5,1.0,1.0,2.0,2.5,2.5,1.5,1.5,1.5,1.5,2.5,2.5,2.0,2.0,2.0
Baldness_PoissonNoise_5.ply,3.5,4.0,2.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,4.0,3.5,4.0,4.0,3.0,3.0
BirdToucan_losslessG-limitlossyA_5.ply,4.5,4.5,4.5,4.0,4.5,4.5,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0
Thaidancer_ContrastDistortion_2.ply,3.5,4.5,2.5,3.5,4.0,4.0,3.0,3.5,3.5,3.5,4.0,3.0,3.5,3.0,3.5,3.5
ParrotV1_C2AI-lossless-geom-lossy-attrs_4.ply,4.0,4.0,4.0,3.5,3.5,4.0,5.0,4.0,4.0,3.5,4.5,4.0,4.0,3.5,4.0,4.0
RedHorse_LocalRotation_1.ply,3.5,5.0,3.0,2.0,3.5,3.5,3.0,3.0,2.5,1.5,2.0,2.5,3.0,4.5,3.0,4.0
EasternHognoseSnake_DownSample_4.ply,4.0,5.0,3.5,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.5,4.0,4.5,3.5
BirdToucan_losslessG-limitlossyA_4.ply,5.0,5.0,4.5,5.0,4.5,4.5,5.0,4.5,5.0,5.0,5.0,4.0,5.0,4.5,5.0,5.0
Dragon_LocalRotation_4.ply,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0
Truck_C2AI-lossless-geom-lossy-attrs_7.ply,3.0,3.0,2.0,2.0,3.0,3.0,3.5,4.0,3.5,3.0,3.0,3.0,3.0,3.0,2.0,3.0
loot_HighFrequencyNoise_6.ply,3.0,3.0,3.0,3.0,2.5,3.0,2.5,2.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
Whale_LocalOffset_4.ply,1.5,2.0,3.0,1.5,1.5,2.0,2.0,3.0,2.5,1.5,1.5,2.5,2.5,2.0,2.0,2.5
BB8New_SaltpepperNoise_7.ply,3.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,2.0,2.5,3.5,3.0,3.0,2.5,2.5
lowpolycarsset1_ChromaticAberration_7.ply,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5
RpMeiPosed001_CorrelatedGaussianNoise_5.ply,3.5,3.5,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0
Fish_GammaNoise_5.ply,3.5,3.5,3.0,2.5,3.0,3.0,3.5,3.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
WhiteTailedDeer_C2AI-lossy-geom-lossy-attrs_7.ply,2.0,3.0,2.0,2.0,3.5,3.5,2.5,4.0,4.0,2.5,3.0,3.0,2.5,3.0,2.5,3.0
StreetRoad_SaltpepperNoise_5.ply,2.5,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.5,3.0,3.0,3.0,2.5
redandblack_ColorQuantizationDither_7.ply,2.0,2.0,2.0,2.0,3.0,2.0,2.5,2.0,2.0,2.5,2.5,2.5,2.0,2.0,2.5,2.0
Statue_GammaNoise_1.ply,3.5,3.5,3.0,2.5,3.5,3.0,3.5,3.5,3.5,3.0,3.5,3.5,3.5,3.0,3.5,3.0
BirdToucan_losslessG-limitlossyA_6.ply,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,4.0,3.5,3.5,3.0
4armsMonstre_Octree_4.ply,2.5,2.5,3.0,2.0,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,2.5,2.0,2.5,2.0
Cat_PoissonNoise_3.ply,3.5,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.5,4.5,4.0,4.0,4.5,5.0,4.5
bristleback_GaussianNoise_4.ply,3.5,3.5,3.0,3.0,3.5,3.5,3.0,2.5,3.0,3.5,4.0,3.5,3.0,3.0,3.0,3.0
HouseWithoutRoof_LocalLoss_2.ply,2.5,4.5,5.0,2.0,4.5,4.0,5.0,5.0,4.5,3.5,2.0,2.5,3.5,2.5,3.0,4.5
Facade00064_RayleighNoise_1.ply,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,3.5,4.0
HouseWithoutRoof_GaussianShifting_2.ply,4.0,3.5,2.5,3.0,3.5,3.0,4.0,2.5,4.0,3.5,3.0,3.5,2.5,3.0,3.0,3.0
dancer_QuantizationNoise_7.ply,2.5,3.5,2.5,2.0,3.0,2.5,3.5,2.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0
SpiderMonkey_LocalLoss_4.ply,2.0,2.0,3.0,1.5,2.5,2.5,2.5,2.0,3.5,2.5,1.5,2.5,3.0,2.0,2.0,2.0
lowpolycarsset1_lossless-geom-nearlossless-attrs_7.ply,3.0,2.5,2.5,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,1.5
bristleback_MultiplicativeGaussianNoise_7.ply,2.5,3.0,2.5,2.5,3.0,3.0,2.5,2.0,3.0,3.5,3.0,3.0,2.5,3.0,3.0,2.5
basketballplayer_QuantizationNoise_4.ply,4.0,3.5,2.5,2.5,3.0,3.5,4.0,2.5,4.0,3.5,3.5,3.0,4.0,3.0,3.0,2.5
Beagle_LumaNoise_5.ply,3.0,3.5,2.5,2.0,3.5,3.0,3.5,2.5,3.0,3.5,2.5,3.0,3.0,3.0,2.5,2.5
HouseWithoutRoof_LocalLoss_4.ply,2.0,2.0,3.0,1.5,3.0,3.0,3.0,3.0,2.5,2.0,1.5,2.0,2.5,2.0,2.5,2.0
StatueV1_C2AI-lossless-geom-lossy-attrs_5.ply,2.5,3.5,2.0,3.0,3.0,3.5,3.5,4.0,4.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0
Birdv5_ChromaticAberration_4.ply,2.5,3.0,2.5,2.0,2.5,2.0,2.5,2.5,2.5,2.5,2.0,2.5,2.0,3.0,2.5,2.0
RyukinGoldfish_lossy-geom-lossy-attrs_4.ply,5.0,5.0,4.5,4.5,4.5,4.0,5.0,4.5,5.0,4.5,4.5,4.5,4.5,3.0,4.5,3.5
HorseV2_GaussianShifting_4.ply,3.0,3.5,2.0,2.5,3.0,4.0,3.5,3.5,4.5,3.0,2.5,3.5,2.0,3.0,2.5,3.0
Handcream_LumaNoise_5.ply,2.5,3.0,2.5,2.0,3.5,4.0,3.0,3.0,2.0,3.5,2.5,3.5,3.0,3.0,2.5,2.0
FishV1_GammaNoise_4.ply,3.5,3.5,3.0,2.5,3.5,3.5,4.0,3.5,3.0,3.5,3.0,3.5,3.0,3.0,3.0,3.0
MuteSwan_UniformShifting_1.ply,4.0,5.0,3.5,4.0,4.0,4.0,5.0,4.5,4.5,4.5,4.5,4.5,3.5,4.0,5.0,4.0
ParrotV1_lossless-geom-nearlossless-attrs_3.ply,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,5.0
redandblack_SaturationDistortion_1.ply,4.5,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
RpManuelAnimated001Dancing_UniformShifting_5.ply,2.0,3.0,1.5,1.5,2.5,3.5,2.0,2.0,2.0,3.0,1.5,2.5,2.0,3.0,2.5,2.0
Rock1_lossless-geom-lossy-attrs_6.ply,3.5,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.0,3.5,3.0,3.5,3.0,4.0,3.0,3.0
queen_LocalLoss_1.ply,4.0,3.0,3.0,2.0,3.5,4.0,4.5,3.5,4.0,3.0,3.0,2.5,3.0,2.5,3.0,2.0
Beagle_losslessG-limitlossyA_6.ply,4.0,4.0,3.0,3.5,3.5,4.0,4.5,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5,2.5
Shark_HighFrequencyNoise_3.ply,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,3.5,3.0
Facade00064_GaussianNoise_3.ply,2.0,2.5,2.5,2.0,2.5,3.0,2.5,2.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0,2.0
Truck_C2AI-lossless-geom-lossy-attrs_3.ply,4.0,4.5,3.0,1.5,4.0,4.0,5.0,4.0,4.5,4.0,4.0,4.0,4.0,3.5,4.0,3.5
RpMeiPosed001_LocalRotation_2.ply,2.0,2.5,3.0,1.5,2.5,3.0,2.0,2.5,2.0,2.5,2.0,2.5,3.0,2.0,3.0,1.5
RpFabiennePercyPosed001_C2AI-lossless-geom-lossy-attrs_4.ply,4.0,5.0,2.0,4.0,4.5,4.0,5.0,4.5,4.0,5.0,4.5,4.0,3.5,4.0,4.0,3.0
Facade00009_LocalLoss_1.ply,4.5,3.0,3.0,2.0,4.0,3.5,3.5,4.0,4.0,3.5,2.0,2.5,3.5,2.5,3.5,2.0
loot_ChromaticAberration_7.ply,1.5,2.0,1.5,1.5,2.0,2.5,1.0,2.0,1.5,2.0,1.5,2.5,2.0,2.0,2.0,1.5
Facade00009_losslessG-limitlossyA_5.ply,4.0,5.0,4.5,4.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,4.0,5.0,4.0,4.5,3.5
Statue_PoissonNoise_4.ply,3.5,4.0,2.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.0,3.5,3.5,4.0
BB8New_LocalRotation_5.ply,1.0,2.0,1.5,1.0,2.5,2.0,2.0,1.5,2.0,1.5,1.0,2.5,2.0,2.0,2.5,1.5
Handcream_ColorNoise_5.ply,3.0,3.5,3.0,4.0,3.5,3.0,4.0,3.5,4.0,3.5,4.0,3.5,4.0,3.0,3.5,3.0
Dolphin_ContrastDistortion_2.ply,3.0,3.5,2.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,2.5
jetanima_UniformShifting_2.ply,4.0,4.0,3.5,3.0,4.0,3.5,5.0,3.5,4.0,3.5,3.0,3.5,4.5,3.5,2.5,2.5
Handcream_lossless-geom-lossy-attrs_5.ply,4.5,5.0,4.5,4.0,3.0,4.0,4.5,4.0,4.5,4.0,4.0,4.5,4.0,4.0,3.0,3.5
Caffe_ColorNoise_5.ply,3.5,4.5,3.0,3.5,4.0,3.5,4.0,3.0,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.0
Jaguar_UniformNoise_3.ply,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.5,3.5,3.0
Beagle_losslessG-limitlossyA_3.ply,5.0,5.0,4.5,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
DobermanPinscher_QuantizationNoise_7.ply,2.5,4.0,2.5,3.0,3.5,4.0,3.5,3.0,3.5,3.0,3.0,4.0,3.0,3.0,3.0,2.0
Beagle_losslessG-limitlossyA_5.ply,4.5,4.5,4.5,4.0,4.0,4.0,5.0,5.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5
Chicken_QuantizationNoise_5.ply,3.5,4.0,2.5,3.5,3.5,3.5,4.0,3.5,4.0,3.5,4.0,3.5,4.0,3.5,3.5,4.0
SpiderMonkey_C2AI-lossy-geom-lossy-attrs_7.ply,2.5,3.5,2.0,2.5,3.5,3.5,3.0,3.0,3.0,3.5,2.5,3.0,3.0,3.0,3.5,3.5
FishV1_GammaNoise_1.ply,3.0,3.5,3.0,3.0,3.5,3.5,4.0,4.0,3.0,3.5,4.0,4.0,3.5,3.5,3.5,3.5
BirdV6_ChromaticAberration_7.ply,2.5,2.5,2.5,1.5,2.5,3.0,3.5,2.0,2.5,2.5,2.0,2.5,2.5,2.0,2.5,2.0
QQdog_ColorQuantizationDither_4.ply,3.5,4.5,4.5,2.5,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.5,3.5,3.5
Truck_PoissonNoise_7.ply,3.5,3.5,2.5,1.5,4.0,4.0,3.5,3.5,3.5,3.0,3.5,3.5,3.0,3.5,2.5,2.5
BricksWall_limitlossyG-lossyA_7.ply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,1.5,0.0,1.5,1.0
HouseWithoutRoof_GaussianShifting_1.ply,4.0,3.5,4.0,3.0,4.0,4.0,4.5,4.0,4.0,4.5,4.5,4.5,5.0,3.5,4.0,3.5
Facade00009_losslessG-limitlossyA_4.ply,4.0,5.0,4.5,4.5,5.0,4.5,5.0,5.0,4.0,4.5,5.0,4.0,5.0,4.5,4.5,4.5
StreetRoad_SaltpepperNoise_1.ply,3.5,4.0,3.0,4.0,3.5,4.0,4.0,4.0,4.0,3.5,3.5,4.0,4.0,3.5,4.0,3.0
Rock1_lossless-geom-lossy-attrs_3.ply,4.5,5.0,5.0,4.5,4.5,4.0,5.0,4.5,4.5,4.0,5.0,4.5,4.5,4.0,5.0,4.0
HouseWithoutRoof_losslessG-lossyA_6.ply,3.5,4.0,2.5,2.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.5,2.5
RpFabiennePercyPosed001_C2AI-lossless-geom-lossy-attrs_5.ply,3.5,5.0,2.0,2.5,4.0,4.0,3.5,4.0,2.5,4.0,3.5,3.5,3.0,3.0,3.5,2.5
CatV1_PoissonNoise_6.ply,3.0,3.5,2.5,2.0,3.5,3.5,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.5,2.5,2.5
Wood_DownSample_3.ply,4.5,5.0,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.5,4.5,3.5,5.0,4.0,4.5,3.5
Statue_PoissonNoise_6.ply,3.5,4.0,2.5,3.0,4.0,4.0,3.5,3.0,3.0,3.5,4.0,3.5,3.0,3.5,3.0,2.5
Fish_GammaNoise_3.ply,3.0,3.5,3.5,3.0,3.0,3.5,4.0,3.5,3.0,3.5,3.5,3.5,3.0,3.5,3.5,3.0
ScarletSnake_lossy-geom-lossy-attrs_5.ply,3.5,4.0,3.0,4.0,4.5,4.5,4.0,4.0,4.5,5.0,3.0,4.0,4.0,3.0,4.0,3.0
DobermanPinscher_ContrastDistortion_3.ply,2.5,3.5,2.5,2.5,3.5,3.5,3.5,2.5,3.0,3.5,3.0,3.0,3.0,3.0,3.0,2.0
Truck_C2AI-lossless-geom-lossy-attrs_6.ply,2.5,4.0,2.0,2.0,3.5,3.0,3.5,4.0,3.0,3.5,3.0,3.0,3.0,3.0,2.0,2.0
EasternHognoseSnake_DownSample_6.ply,3.0,3.5,2.5,2.5,3.5,3.5,4.0,4.0,4.0,3.5,4.0,3.5,3.0,3.0,3.0,3.0
soldier_LumaNoise_1.ply,3.5,4.5,3.0,4.5,4.5,4.0,4.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0
HouseWithoutRoof_GaussianShifting_3.ply,3.0,3.0,2.0,2.0,3.0,3.5,3.5,2.5,3.0,3.5,3.0,3.0,2.0,3.0,2.5,2.5
RpManuelAnimated001Dancing_C2AI-lossless-geom-lossy-attrs_5.ply,2.5,4.0,2.0,2.0,3.0,3.5,3.0,4.0,3.0,3.5,2.0,3.0,2.5,2.0,2.5,2.5
AustralianCattleDog_LumaNoise_4.ply,2.5,4.0,2.5,2.0,3.5,3.0,3.0,2.5,3.0,3.0,3.0,3.5,3.0,3.0,2.5,2.0
BB8New_LocalRotation_1.ply,3.0,3.0,3.0,2.0,3.5,3.5,3.0,3.0,4.0,3.0,2.0,2.5,3.0,2.5,3.0,5.0
MuteSwan_UniformShifting_2.ply,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.5,3.0,3.0,4.0,4.0,3.5,4.0,4.0,4.0
Asterix_reconstruction_4.ply,4.0,1.5,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.5,4.0,4.5,4.0,3.5,4.0,4.5
Wood_DownSample_5.ply,3.0,5.0,4.0,3.5,4.0,4.5,4.0,4.0,3.5,3.0,3.5,4.5,3.0,3.0,4.0,4.5
FishV1_SaltpepperNoise_5.ply,2.0,4.0,3.0,3.0,4.0,3.0,3.5,3.0,2.0,2.5,3.0,3.0,2.5,3.0,3.0,3.0
RpFabiennePercyPosed001_LocalOffset_3.ply,1.5,3.0,2.5,4.0,2.5,3.5,3.0,3.0,1.5,3.0,3.0,2.0,3.0,3.0,3.0,3.5
RpManuelAnimated001Dancing_C2AI-lossless-geom-lossy-attrs_6.ply,2.0,3.0,2.0,3.0,2.5,2.5,3.5,3.0,2.0,2.5,3.0,2.0,2.0,2.5,4.0,3.5
Rock1_SaturationDistortion_2.ply,2.5,5.0,3.0,4.0,3.5,4.0,4.0,3.0,2.0,4.0,3.5,4.0,2.5,3.5,4.0,3.5
RpManuelAnimated001Dancing_LocalRotation_2.ply,1.0,3.0,2.0,2.5,2.0,3.0,3.0,2.0,1.5,2.0,2.5,2.0,3.0,2.5,3.0,3.0
RpClaudiaRigged_ChromaticAberration_7.ply,1.5,2.5,1.5,3.0,2.5,2.0,2.5,2.0,2.0,2.5,2.5,2.0,2.0,3.0,2.5,2.0
FishV1_SaltpepperNoise_4.ply,2.5,4.0,3.0,4.0,4.0,3.0,3.5,3.0,2.5,3.5,3.5,3.5,3.0,4.0,3.0,3.5
RyukinGoldfish_C2AI-lossless-geom-lossy-attrs_5.ply,3.5,5.0,4.0,4.5,5.0,4.5,4.5,5.0,4.0,4.5,4.0,4.5,4.0,4.5,4.0,4.5
RpDennisPosed004_ColorQuantizationDither_6.ply,2.0,3.5,2.0,3.0,3.5,3.0,3.0,2.5,2.0,2.0,3.0,3.0,2.5,4.0,4.0,3.5
Duck_CorrelatedGaussianNoise_1.ply,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,5.0,5.0,4.5,4.5
Man_C2AI-lossy-geom-lossy-attrs_5.ply,3.0,5.0,3.5,4.5,4.0,4.5,4.5,3.5,3.5,4.5,3.5,4.0,4.5,4.5,4.5,4.0
4armsMonstre_Octree_3.ply,3.0,3.5,2.5,3.0,4.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5
longdress_lossy-geom-lossy-attrs_7.ply,1.0,2.0,1.0,2.5,2.0,2.0,2.0,1.5,1.0,1.5,1.0,2.0,2.0,1.5,1.0,1.0
WhiteTailedDeer_LocalOffset_2.ply,1.5,3.0,3.0,3.5,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.5,3.0,3.5
queen_SaturationDistortion_5.ply,1.0,2.5,2.5,3.0,2.0,2.5,3.0,3.0,2.0,2.5,2.5,4.0,2.5,3.0,2.5,2.0
BricksWall_HighFrequencyNoise_7.ply,2.0,4.5,1.5,3.5,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,2.5,4.0,3.0,4.0
Facade00009_GaussianNoise_7.ply,1.0,2.0,1.0,2.5,2.5,2.5,2.0,2.5,1.0,2.5,2.0,2.0,2.0,3.0,3.0,2.5
RpFabiennePercyPosed001_ContrastDistortion_2.ply,3.0,4.5,4.0,4.5,4.0,3.5,3.5,4.0,3.5,3.5,4.0,3.5,4.0,4.0,2.5,4.0
RpDennisPosed004_ColorQuantizationDither_7.ply,1.5,3.0,1.5,3.5,3.5,2.5,2.0,2.5,2.0,2.0,2.5,2.0,3.0,3.5,2.0,3.0
Statue_HighFrequencyNoise_7.ply,1.5,3.0,1.0,3.0,2.5,3.0,2.5,3.0,1.5,2.0,2.0,2.0,2.5,2.5,3.0,2.5
StreetRoad_losslessG-lossyA_5.ply,3.5,5.0,4.5,4.5,4.0,4.5,4.5,4.0,3.0,4.5,4.0,3.0,4.0,4.0,4.0,4.0
soldier_LumaNoise_7.ply,1.5,2.5,1.5,3.0,2.5,2.5,3.0,3.0,2.5,2.5,2.5,2.0,2.0,4.0,2.5,2.0
Facade00009_GaussianNoise_1.ply,2.0,5.0,3.5,4.0,4.5,4.0,3.0,3.5,3.0,4.0,3.5,3.5,3.0,4.5,3.0,3.5
Jaguar_UniformNoise_1.ply,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
Kangaroo_lossless-geom-lossy-attrs_7.ply,3.5,5.0,4.0,5.0,4.0,3.5,4.0,3.0,3.5,4.0,3.5,3.5,3.0,4.5,4.0,4.5
RpFabiennePercyPosed001_LocalOffset_4.ply,2.5,3.0,3.0,3.0,1.5,3.0,2.5,2.5,2.0,3.0,2.5,2.0,2.0,3.0,3.0,3.5
RpManuelAnimated001Dancing_CorrelatedGaussianNoise_2.ply,2.5,4.5,2.0,4.0,4.0,3.5,3.5,3.0,2.5,5.0,3.5,3.0,3.5,4.0,3.0,4.5
Duck_CorrelatedGaussianNoise_4.ply,2.0,4.5,3.0,4.0,3.5,3.0,3.5,3.0,2.5,3.0,3.5,3.0,3.0,4.0,3.0,3.5
ScarletSnake_C2AI-lossy-geom-lossless-attrs_5.ply,2.0,3.5,4.0,4.0,3.0,3.0,3.0,3.5,2.5,3.5,3.5,3.0,3.0,4.0,3.5,4.0
Birdv1_losslessG-lossyA_3.ply,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
QQdog_ColorQuantizationDither_5.ply,4.0,5.0,3.5,4.5,4.0,5.0,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.0,4.0,4.5
dancer_losslessG-limitlossyA_3.ply,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
