name,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63
p57_gpcc-octree-raht_r06.ply,4,4,3,3,4,3,2,3,3,4,3,4,4,3,3,2,1,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,0,4,2,4,2,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,4,4,4,4,,
p57_vpcc_r00.ply,1,2,1,1,1,1,3,2,1,2,1,1,2,2,0,2,1,2,3,2,1,2,1,0,1,0,1,2,0,1,2,2,0,1,2,2,3,1,3,4,2,2,1,3,0,1,3,2,0,1,0,1,2,1,1,2,3,1,1,1,0,1,
p57_vpcc_r01.ply,2,3,1,1,2,2,3,3,3,3,3,1,1,2,2,3,3,1,3,3,2,2,3,3,1,2,3,2,2,3,1,1,3,1,2,3,1,3,2,2,2,2,3,1,2,3,2,4,3,3,2,1,2,3,1,2,3,2,3,2,,,
p57_vpcc_r02.ply,2,4,3,4,2,2,3,4,3,4,1,0,3,4,3,3,3,3,3,2,3,3,1,2,2,3,3,4,4,2,1,3,4,4,2,2,2,3,4,4,2,3,3,4,2,3,3,1,4,3,2,3,3,3,2,4,3,4,3,3,,,
p57_vpcc_r03.ply,3,3,3,3,3,3,3,2,4,4,3,4,3,3,3,4,3,2,4,2,3,3,2,3,3,3,3,1,4,4,2,3,3,3,3,3,4,3,4,3,2,4,3,4,4,4,3,4,4,3,4,3,4,3,3,1,4,3,2,3,3,3,
p57_vpcc_r04.ply,4,3,4,4,4,4,4,3,4,4,1,4,3,4,2,3,3,4,4,4,4,3,4,2,4,4,3,3,2,3,3,4,3,4,4,0,3,4,4,3,2,2,3,4,3,3,1,4,2,4,3,4,4,4,3,4,4,2,4,4,3,3,
p57_vpcc_r05.ply,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,3,3,2,2,3,4,3,4,3,3,3,3,4,2,4,3,4,3,3,3,3,2,3,4,3,2,3,4,3,3,4,3,4,4,3,3,4,2,4,4,,,,
p58_geocnn_r01.ply,1,2,4,1,3,1,2,1,0,3,0,1,2,1,3,2,2,1,1,1,2,0,1,3,1,3,2,3,2,2,3,3,3,2,2,2,1,3,3,2,2,4,2,2,1,1,2,2,0,1,2,1,1,2,0,1,2,1,2,1,,,
p58_geocnn_r02.ply,3,3,4,4,2,2,4,2,3,3,1,2,1,1,2,2,2,3,3,2,2,4,2,1,4,3,3,2,1,3,2,1,3,3,2,1,1,3,2,3,3,2,1,3,2,2,4,2,2,2,2,4,3,3,1,2,2,2,2,1,,,
p58_geocnn_r03.ply,3,2,3,3,3,3,3,3,1,2,3,4,4,2,3,3,4,4,3,4,3,3,4,1,4,3,2,3,4,2,3,3,2,1,2,4,3,4,3,2,2,2,3,4,2,2,3,4,2,3,3,3,2,4,3,3,3,3,3,3,4,,
p58_geocnn_r04.ply,3,1,3,3,3,3,3,3,1,4,2,3,4,2,3,4,3,4,4,1,3,2,1,3,3,2,3,2,4,3,3,3,3,2,4,4,0,2,2,3,3,2,4,0,1,3,2,3,3,3,2,2,4,1,3,3,2,2,3,2,3,,
p58_gpcc-octree-predlift_r02.ply,4,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,,,
p58_gpcc-octree-predlift_r03.ply,1,3,2,1,3,1,2,0,3,3,3,1,0,2,1,2,1,2,1,1,3,0,2,2,2,3,2,3,1,3,1,1,3,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,3,2,2,3,2,3,2,0,,,,,
p58_gpcc-octree-predlift_r04.ply,2,4,3,3,3,3,2,4,3,4,3,3,3,3,3,4,3,4,2,2,4,4,3,4,4,3,3,2,2,4,3,2,4,3,3,4,4,3,3,2,3,3,3,2,3,3,3,4,2,4,3,2,3,2,3,4,4,2,4,,,,
p58_gpcc-octree-predlift_r05.ply,4,4,4,3,3,3,4,4,3,3,2,4,4,4,3,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,4,3,2,4,2,4,3,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,2,4,3,2,,
p58_gpcc-octree-predlift_r06.ply,3,4,1,2,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,3,2,3,4,3,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,1,4,3,,
p58_gpcc-octree-raht_r02.ply,1,2,1,3,2,1,3,0,0,1,4,0,0,2,1,0,0,1,1,0,0,0,1,4,0,0,0,1,0,0,2,0,0,0,1,0,4,0,1,0,1,0,0,4,0,0,3,2,0,0,0,2,2,0,0,1,2,0,0,0,0,0,
p58_gpcc-octree-raht_r03.ply,2,2,2,2,3,1,3,2,2,1,2,2,2,2,1,0,2,3,1,3,2,3,1,2,1,3,3,3,2,3,1,1,2,1,2,2,2,1,1,2,2,2,4,0,2,3,0,3,2,3,1,3,1,1,2,2,3,2,4,,,,
p58_gpcc-octree-raht_r04.ply,2,1,3,1,3,3,4,4,2,3,2,3,4,3,3,3,3,3,4,2,3,3,2,4,2,2,4,3,4,3,3,4,4,2,4,4,2,4,4,3,3,2,4,2,4,3,2,4,4,3,4,2,3,2,3,4,4,2,3,3,3,,
p58_gpcc-octree-raht_r05.ply,2,4,3,4,4,3,4,4,2,4,3,4,3,2,4,4,4,4,4,2,4,3,2,4,3,3,4,2,4,4,3,3,4,3,4,4,2,4,4,3,4,2,4,3,2,4,3,3,4,4,4,4,4,2,4,4,3,3,3,3,4,,
p58_gpcc-octree-raht_r06.ply,4,3,2,4,3,4,4,3,4,3,4,2,4,3,4,4,3,4,4,4,3,2,3,4,2,3,4,3,4,2,4,2,4,4,4,4,4,3,2,3,4,4,3,4,4,3,4,4,3,4,3,2,3,3,4,3,3,3,3,3,,,
p58_vpcc_r00.ply,2,2,4,3,2,2,3,1,1,3,2,2,2,0,2,1,1,2,1,2,1,3,0,2,1,3,2,3,0,2,0,1,1,1,2,0,1,2,0,3,1,1,0,3,1,1,2,2,2,2,2,3,2,1,1,2,2,2,2,2,,,
p58_vpcc_r01.ply,3,3,2,2,3,3,3,3,2,3,3,1,2,2,1,2,3,2,2,1,2,2,2,3,2,3,1,2,1,2,2,3,4,2,2,2,2,2,2,2,3,2,2,3,2,3,3,4,1,3,3,2,2,2,1,3,3,2,1,2,3,,
p58_vpcc_r02.ply,3,2,2,3,1,2,3,4,2,3,2,3,4,3,2,0,3,3,3,3,3,3,2,4,3,3,2,3,4,4,3,3,4,4,3,2,3,2,2,4,4,2,4,2,4,4,4,2,2,4,3,2,3,4,4,4,3,2,4,3,3,4,4
p58_vpcc_r03.ply,3,4,1,1,4,3,4,4,4,3,4,4,4,3,2,3,4,3,3,1,4,3,3,3,4,2,2,1,4,3,3,4,4,3,2,3,4,4,4,2,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,2,3,4,3,3,,
p58_vpcc_r04.ply,3,4,3,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,2,3,2,4,3,3,3,4,2,4,4,3,4,4,4,2,3,4,3,3,2,0,3,2,3,2,4,2,4,3,3,2,3,4,4,3,4,2,4,3,3,4,3,,
p58_vpcc_r05.ply,3,4,3,4,3,4,4,4,4,3,4,3,1,3,2,3,4,4,3,2,4,2,4,3,3,3,2,3,4,4,2,3,3,4,4,4,4,2,4,4,3,3,4,3,4,2,4,2,4,4,4,4,3,3,3,4,2,4,4,2,,,
p59_geocnn_r01.ply,2,2,3,3,2,3,3,1,2,2,2,2,2,4,2,2,3,2,3,2,0,1,3,3,2,2,2,1,1,2,2,1,0,2,3,2,3,2,1,3,0,1,3,1,4,1,3,1,2,3,3,3,2,2,1,1,2,2,1,1,4,,
p59_geocnn_r02.ply,3,2,4,2,3,2,3,4,4,3,2,3,2,3,3,3,4,1,2,3,4,3,4,2,2,4,2,4,2,3,3,2,2,3,3,2,1,2,2,2,2,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,,,,,
p59_geocnn_r03.ply,3,3,4,2,4,3,3,3,3,3,3,2,1,2,2,3,2,3,1,3,2,2,3,3,3,1,2,4,4,4,3,4,2,2,2,3,2,4,3,2,1,3,2,4,4,4,4,2,2,4,3,4,2,3,2,2,3,1,3,3,3,,
p59_geocnn_r04.ply,2,4,2,4,4,4,2,3,3,4,3,3,3,4,4,3,2,3,2,2,1,2,4,3,3,3,4,3,1,4,2,2,3,4,3,2,2,4,3,2,3,4,2,3,4,2,4,2,2,4,3,1,3,3,2,4,4,1,,,,,
p59_gpcc-octree-predlift_r02.ply,0,1,0,0,0,1,0,0,3,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,,,
p59_gpcc-octree-predlift_r03.ply,1,0,2,2,2,1,3,1,0,2,1,1,1,1,2,3,1,2,2,2,1,0,2,0,0,3,1,2,1,3,1,2,1,1,1,2,0,3,0,1,2,4,1,2,0,3,2,2,1,2,2,2,0,2,2,3,1,3,3,1,0,,
p59_gpcc-octree-predlift_r04.ply,2,3,2,3,3,2,3,3,4,2,2,4,3,2,3,3,4,2,3,4,2,3,1,3,3,4,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,1,3,2,4,2,4,2,3,2,3,3,2,3,4,3,2,3,3,3,3,,
p59_gpcc-octree-predlift_r05.ply,3,4,4,3,4,2,3,4,3,4,4,2,4,4,3,4,3,4,4,3,3,3,4,3,2,3,3,3,4,3,3,1,2,4,4,4,1,3,4,2,3,4,4,2,2,3,4,4,2,4,4,3,1,3,3,3,4,3,3,,,,
p59_gpcc-octree-predlift_r06.ply,4,3,2,4,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3,4,4,4,3,4,3,3,4,4,4,3,4,3,3,3,3,4,3,2,4,3,4,4,4,3,2,2,4,4,3,2,3,4,3,3,3,3,4,,,,,,
p59_gpcc-octree-raht_r02.ply,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,2,,
p59_gpcc-octree-raht_r03.ply,2,1,1,3,1,1,2,1,1,1,2,1,1,3,1,0,1,1,1,2,2,1,3,1,2,1,2,0,1,0,0,1,1,2,1,1,1,3,0,1,2,1,2,2,0,2,3,1,1,3,1,0,3,2,1,1,2,2,,,,,
p59_gpcc-octree-raht_r04.ply,2,2,3,2,4,3,1,2,3,1,2,1,2,3,1,2,0,3,4,3,3,3,4,2,2,4,3,4,4,4,1,2,3,3,2,3,3,3,3,2,3,2,1,1,1,1,3,4,3,4,3,3,2,2,4,3,3,3,3,3,2,,
p59_gpcc-octree-raht_r05.ply,2,2,3,1,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,2,4,4,4,4,3,2,4,4,3,2,2,3,3,2,4,3,4,4,2,4,3,4,4,4,4,4,3,3,4,4,4,3,3,4,3,4,3,3,3,3,
p59_gpcc-octree-raht_r06.ply,3,3,3,3,3,4,2,3,4,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,4,2,4,3,4,2,1,4,2,3,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,4,2,4,4,4,2,1,3,4,4,,,,
p59_vpcc_r00.ply,0,1,2,0,1,2,1,0,1,0,1,2,1,1,1,1,0,1,0,3,1,0,2,3,1,3,1,1,1,1,0,0,1,0,3,3,1,0,2,3,2,1,0,1,2,2,0,0,1,1,1,2,2,0,1,0,0,1,2,0,2,1,
p59_vpcc_r01.ply,1,0,1,3,3,3,0,2,3,1,2,1,3,2,1,2,1,1,1,1,0,0,0,2,1,1,1,2,2,2,2,2,1,1,1,1,4,3,2,2,1,3,4,2,2,2,2,3,2,2,2,4,1,1,2,1,1,1,3,2,2,,
p59_vpcc_r02.ply,2,2,3,1,3,2,2,2,3,0,2,2,2,2,1,2,3,4,2,1,3,3,3,2,1,3,1,3,3,4,0,1,2,3,3,3,3,3,2,3,3,2,3,1,1,0,2,4,3,1,2,3,2,1,1,3,2,3,2,3,2,,
p59_vpcc_r03.ply,3,4,2,4,3,2,3,4,2,2,3,2,4,3,3,1,4,3,3,3,4,3,2,2,4,3,4,3,2,3,4,4,3,4,4,3,1,4,4,3,3,4,4,2,3,2,4,3,3,2,4,1,3,1,4,3,3,4,3,,,,
p59_vpcc_r04.ply,4,3,3,4,3,3,3,3,2,3,2,4,2,4,2,3,4,4,4,3,3,2,4,4,3,3,2,4,3,3,1,4,3,4,3,4,3,3,2,3,4,3,4,3,2,4,3,2,3,4,3,3,3,4,3,4,3,2,,,,,
p59_vpcc_r05.ply,2,2,3,4,3,4,4,3,2,4,3,3,4,2,3,3,4,4,4,2,3,3,3,3,3,4,3,3,4,4,3,4,4,4,3,4,2,3,3,4,4,3,4,2,2,3,3,3,3,3,4,1,4,2,4,3,4,2,4,2,4,,
p60_geocnn_r01.ply,3,1,3,2,2,2,2,0,2,3,2,1,2,2,1,2,2,1,2,3,2,0,3,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,2,4,3,1,3,3,3,3,2,4,2,2,2,3,1,0,0,2,2,4,3,2,,,
p60_geocnn_r02.ply,3,2,3,2,3,3,1,4,3,3,1,3,2,3,2,4,3,3,2,2,2,1,3,2,3,2,3,3,3,3,2,1,2,3,2,4,2,2,2,3,2,4,2,3,2,4,2,3,3,2,1,2,2,4,2,3,3,3,3,2,,,
p60_geocnn_r03.ply,3,3,3,3,2,3,3,3,4,4,2,3,3,2,4,3,2,3,3,1,3,3,3,2,2,1,3,2,4,3,3,3,3,4,4,2,4,4,3,1,3,2,2,1,3,3,3,2,2,2,2,2,4,2,3,3,3,3,1,3,,,
p60_geocnn_r04.ply,4,2,3,2,4,4,4,3,3,3,3,3,1,4,4,2,4,3,2,4,3,2,4,3,3,2,3,2,2,2,2,2,3,4,3,0,3,4,2,3,4,3,2,2,4,3,4,4,3,4,2,3,4,4,4,2,2,3,4,2,3,,
p60_gpcc-octree-predlift_r02.ply,2,0,0,0,0,0,0,2,0,0,0,2,1,1,1,0,1,3,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,2,4,1,0,2,0,2,2,0,0,0,2,1,2,0,0,1,0,2,0,,,,,
p60_gpcc-octree-predlift_r03.ply,2,2,2,1,3,1,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,1,2,2,3,2,2,3,2,2,1,4,1,1,3,2,1,4,2,2,2,3,1,0,1,1,2,2,1,2,2,,,,
p60_gpcc-octree-predlift_r04.ply,1,3,3,4,4,3,4,2,3,3,3,3,2,3,3,4,2,4,4,3,3,4,4,4,3,4,3,4,4,3,4,2,3,3,3,3,4,4,4,4,4,4,3,3,4,4,2,3,4,4,3,4,2,4,4,3,3,3,4,4,4,,
p60_gpcc-octree-predlift_r05.ply,4,2,4,3,3,4,4,4,2,4,4,3,3,2,4,3,3,2,3,4,3,2,4,4,4,3,4,2,4,4,3,3,4,4,3,3,4,4,3,2,3,3,4,3,3,3,3,4,2,4,3,3,4,3,4,4,3,4,4,4,3,,
p60_gpcc-octree-predlift_r06.ply,4,4,4,3,3,4,4,4,3,4,3,4,4,4,2,4,4,4,3,4,4,2,4,4,4,3,4,4,3,4,2,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,3,4,3,4,3,4,4,3,,
p60_gpcc-octree-raht_r02.ply,0,1,1,4,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,4,1,1,2,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,,,
p60_gpcc-octree-raht_r03.ply,2,1,2,2,1,1,2,1,3,2,1,1,3,2,1,0,2,3,2,1,3,2,3,2,2,2,2,3,1,3,1,1,3,1,2,3,2,3,1,2,1,2,3,0,1,1,2,2,1,0,1,3,1,3,2,2,2,1,1,1,2,,
p60_gpcc-octree-raht_r04.ply,3,3,3,4,4,3,4,4,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,2,2,2,4,3,2,3,3,4,3,3,4,2,4,4,3,3,4,3,3,4,1,3,3,3,3,4,4,3,1,4,4,1,4,3,,,,
p60_gpcc-octree-raht_r05.ply,3,3,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,2,3,4,4,2,2,3,3,3,4,3,4,4,3,3,4,4,1,3,4,4,4,4,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,2,,
p60_gpcc-octree-raht_r06.ply,3,4,2,2,4,4,4,4,4,3,4,4,4,3,0,4,4,4,4,3,4,3,4,4,4,3,2,2,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,2,4,3,4,4,4,4,4,2,,
p60_vpcc_r00.ply,2,0,2,4,3,3,1,2,2,1,2,1,3,2,1,1,2,3,0,0,0,1,1,2,2,3,1,1,3,2,0,3,1,0,1,1,1,1,1,2,0,2,4,1,1,1,2,2,3,2,2,0,1,0,2,1,2,1,2,2,1,,
p60_vpcc_r01.ply,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,1,1,2,3,3,4,2,3,2,2,2,4,3,3,1,3,3,3,3,2,3,0,3,3,3,4,1,2,2,2,3,4,2,2,4,3,2,2,3,3,2,3,,,,
p60_vpcc_r02.ply,3,3,3,2,3,3,4,2,2,3,2,3,3,2,3,4,4,4,4,3,4,4,4,4,2,4,4,4,3,1,4,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,4,3,3,4,4,3,1,3,4,2,3,3,4,3,4,,
p60_vpcc_r03.ply,3,3,4,4,3,3,4,4,2,3,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,2,4,3,4,3,1,4,4,4,4,4,3,3,2,3,2,4,4,4,1,4,3,4,3,4,4,2,3,4,4,4,4,3,,,,,
p60_vpcc_r04.ply,4,3,4,2,3,4,4,3,3,4,4,3,4,4,3,2,3,4,4,4,4,3,4,4,3,4,4,4,4,3,2,4,3,4,4,4,4,3,4,3,4,4,4,3,2,4,4,4,3,3,4,4,4,4,4,4,2,4,3,,,,
p60_vpcc_r05.ply,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,,,,,,
p61_geocnn_r01.ply,3,4,3,2,2,1,3,2,2,2,2,2,2,3,2,1,2,4,3,3,3,0,2,2,2,2,3,1,4,3,4,3,3,4,3,2,2,1,3,3,2,3,1,3,3,4,2,3,3,2,3,2,2,2,3,3,3,2,4,3,,,
p61_geocnn_r02.ply,3,3,2,3,3,2,2,2,2,3,1,4,2,4,2,1,2,2,2,2,2,1,3,3,1,2,2,4,3,3,2,1,2,3,1,3,3,4,2,4,3,3,3,2,2,3,2,3,2,2,3,0,1,3,3,3,2,3,3,2,3,,
p61_geocnn_r03.ply,2,3,3,3,3,1,3,3,3,2,2,4,3,4,2,2,2,4,3,1,3,3,3,3,4,2,3,2,2,2,4,1,2,4,3,3,2,3,3,2,4,3,3,2,2,4,4,3,1,4,3,2,4,3,3,2,2,3,3,,,,
p61_geocnn_r04.ply,3,3,4,2,2,3,3,2,4,1,1,4,3,3,2,1,4,2,2,4,3,3,4,3,4,2,4,3,4,4,3,4,3,3,2,3,4,4,4,4,2,2,2,4,0,4,2,3,4,2,2,4,2,4,3,2,2,4,4,3,4,,
p61_gpcc-octree-predlift_r02.ply,1,0,1,0,0,1,2,0,0,0,1,0,1,0,2,0,2,3,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0
p61_gpcc-octree-predlift_r03.ply,3,1,2,2,2,2,1,4,1,2,2,1,2,1,3,1,2,2,2,1,2,1,3,1,3,0,2,2,3,2,1,1,2,1,2,0,1,2,2,3,2,1,3,4,3,2,3,3,2,0,1,2,2,0,2,1,1,3,2,3,,,
p61_gpcc-octree-predlift_r04.ply,4,4,3,1,3,4,4,2,2,4,3,4,2,3,2,4,3,4,3,3,3,4,3,1,4,3,4,4,4,2,2,4,4,3,4,4,3,3,4,3,4,4,3,4,4,3,3,3,4,4,2,4,4,4,3,4,3,4,4,2,2,4,
p61_gpcc-octree-predlift_r05.ply,3,4,4,3,4,3,4,4,3,3,2,4,2,4,4,3,3,4,4,4,2,1,3,2,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,2,4,4,4,3,3,4,4,4,3,2,4,4,4,4,4,4,3,3,3,4,3,,
p61_gpcc-octree-predlift_r06.ply,3,4,4,4,3,4,4,3,4,3,4,3,3,1,4,4,4,3,2,2,4,4,3,4,4,4,3,4,4,2,3,4,3,4,2,4,3,4,3,4,1,4,4,4,3,4,4,4,4,4,4,2,3,4,4,2,4,4,4,4,4,,
p61_gpcc-octree-raht_r02.ply,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,
p61_gpcc-octree-raht_r03.ply,2,3,0,2,2,3,2,2,0,2,2,3,0,2,1,2,2,2,1,2,2,2,2,2,3,3,0,0,1,2,0,4,1,2,1,2,2,0,2,2,4,1,4,3,1,1,2,2,2,2,2,2,3,1,3,1,1,,,,,,
p61_gpcc-octree-raht_r04.ply,4,2,2,3,4,3,3,4,4,4,4,4,4,3,3,3,4,2,4,4,3,2,3,3,3,4,4,3,3,3,4,3,3,4,4,4,3,3,2,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,,,,,
p61_gpcc-octree-raht_r05.ply,4,4,4,4,3,2,4,2,4,4,4,3,4,4,3,4,3,4,3,3,4,0,3,4,3,4,2,4,4,3,3,4,3,3,4,4,3,4,1,3,4,4,3,4,4,3,3,3,3,4,3,4,4,3,4,2,4,3,4,3,,,
p61_gpcc-octree-raht_r06.ply,3,3,3,4,1,3,3,3,4,2,4,4,4,3,3,4,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4,2,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,4,3,4,3,,,
p61_vpcc_r00.ply,1,2,1,0,2,1,2,2,2,2,0,1,3,3,2,3,2,2,2,1,2,3,0,2,2,3,2,1,1,1,4,3,0,0,1,2,2,0,3,1,2,2,1,2,1,3,3,2,1,0,2,2,1,1,3,2,0,0,1,2,,,
p61_vpcc_r01.ply,3,3,4,1,2,4,2,3,2,1,2,4,2,2,3,3,3,2,3,3,2,3,2,4,2,3,2,2,2,2,3,2,3,2,3,3,0,2,4,3,3,2,2,3,3,3,1,3,3,1,3,3,3,2,2,2,2,2,4,1,3,4,
p61_vpcc_r02.ply,4,4,2,4,4,4,4,4,2,3,4,4,2,3,3,2,3,4,3,4,3,3,3,2,3,4,4,3,3,4,4,3,3,4,4,2,3,2,3,3,4,2,4,4,2,2,3,4,3,3,2,3,3,3,2,3,4,,,,,,
p61_vpcc_r03.ply,4,3,3,3,3,3,2,4,2,2,3,4,4,2,3,1,4,4,4,4,3,3,4,4,4,4,4,4,3,2,4,2,4,2,3,4,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,,,
p61_vpcc_r04.ply,4,4,4,2,4,4,1,2,4,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3,2,2,2,3,3,2,4,2,4,2,4,3,4,4,4,2,3,3,1,3,3,4,3,3,4,4,3,2,3,3,4,4,3,4,4,3,,
p61_vpcc_r05.ply,3,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,4,4,4,3,4,4,3,,
p62_geocnn_r01.ply,2,1,2,3,2,3,1,2,2,3,3,2,2,1,1,1,1,1,3,2,3,1,2,1,3,0,3,2,1,2,3,2,2,2,1,2,3,1,1,1,1,1,1,2,0,2,2,2,2,1,0,3,4,2,1,1,3,3,2,2,1,2,
p62_geocnn_r02.ply,2,2,3,3,3,3,3,3,3,2,4,3,2,2,2,2,2,4,3,2,2,3,3,1,4,2,3,2,1,3,2,3,3,2,3,2,2,4,2,3,2,4,2,3,3,2,2,1,3,4,2,2,3,4,2,2,1,1,2,3,2,3,
p62_geocnn_r03.ply,3,3,2,1,2,1,2,2,3,3,2,4,0,4,3,3,3,3,2,3,4,2,4,3,3,3,3,3,4,4,3,2,3,4,3,3,3,4,4,4,4,3,3,2,4,4,3,3,2,4,4,2,2,3,4,2,3,3,4,2,2,,
p62_geocnn_r04.ply,1,1,3,3,3,3,4,3,3,3,3,2,3,3,3,2,2,3,3,3,1,2,4,2,3,3,3,3,4,3,3,3,3,2,4,2,4,3,2,4,3,3,4,2,4,2,3,4,3,4,4,4,2,3,4,3,4,3,4,4,2,,
p62_gpcc-octree-predlift_r02.ply,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,,,,
p62_gpcc-octree-predlift_r03.ply,2,3,1,2,1,3,2,2,0,2,3,3,2,2,1,1,2,1,0,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,0,2,2,1,2,2,2,1,2,3,1,2,2,2,2,2,1,2,3,0,2,1,2,,,,,,
p62_gpcc-octree-predlift_r04.ply,2,3,2,3,4,2,4,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,2,4,4,3,3,3,3,4,3,4,3,3,4,4,2,3,2,0,3,2,3,3,4,1,4,3,3,2,3,4,2,3,4,3,4,3,4,4,3,,
p62_gpcc-octree-predlift_r05.ply,4,3,2,4,4,3,3,3,1,3,4,2,3,3,2,4,3,4,3,2,3,4,4,4,4,3,3,4,3,3,3,3,4,3,3,4,3,4,2,4,4,3,4,3,2,1,4,4,3,2,4,4,4,4,2,3,4,4,4,,,,
p62_gpcc-octree-predlift_r06.ply,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,3,4,4,4,2,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,2,3,4,3,0,3,4,4,1,4,3,3,3,4,2,4,3,3,2,4,3,4,2,,,,
p62_gpcc-octree-raht_r02.ply,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,,
